verse_text,matching_words,match,version,verse_id,doc_id,tokens,tfidf,proportion,runs_pval,corpus
"For behold, and also his blood atoneth for the sins of those who have fallen by the transgression of Adam, who have died not knowing the will of God concerning them, or who have ignorantly sinned.",also also knowing also also knowing also also also adam also also,,,Mosiah 3:11,sn84020074/1844-04-03/ed-1/seq-3/,2,0.07,0.009,0.004,chronam
"For although I be rude in speech, yet not in knowledge; but in all things we have been made manifest to you.",made made made yet although made made yet made,,,2 Corinthians 11:6 (Douay-Rheims),sn88076998/1897-01-01/ed-1/seq-2/,2,0.152,0.019,0,chronam
"And he said unto her, What form is he of? And she said, An old man cometh up; and he is covered with a robe. And Saul perceived that it was Samuel, and he bowed with his face to the ground, and did obeisance.",face said form form old man old old man face old old old man man old old old old old said old man said old old man saul old old said ground old said old man old man old old old man old man old said old man old man old man said old,,,1 Samuel 28:14 (ASV),sn84026688/1891-12-17/ed-1/seq-1/,2,0.122,0.012,0,chronam
"If we say that we have not sinned, we make him a liar, and his word is not in us.",make say make say make say us,,,1 John 1:10 (Douay-Rheims),sn85058130/1900-10-21/ed-1/seq-12/,2,0.175,0.021,0,chronam
"And now I, Mormon, being about to deliver up the record which I have been making into the hands of my son Moroni, behold I have witnessed almost all the destruction of my people, the Nephites.",now now hands now almost now now hands people people son hands now now now son,,,Words of Mormon 1:1,sn84020750/1839-12-07/ed-1/seq-1/,2,0.068,0.009,0,chronam
"Who might have said, Because I sent him not the money and the children, therefore is Jonathan dead.",said might said sent said might said sent might said said said said said said said children children sent sent said said,,,1 Maccabees 13:18 (KJV),sn82015378/1848-06-19/ed-1/seq-3/,2,0.19,0.019,0,chronam
"By faith the walls of Jericho fell down, after they had been compassed about for seven days.",days days days fell fell walls walls fell seven seven,,,Hebrews 11:30 (RV),sn85033295/1877-07-04/ed-1/seq-2/,2,0.251,0.024,0,chronam
"All the labour of man is for his mouth, and yet the appetite is not filled.",filled man man man man man man man man man yet man man man filled man yet man man man man man man man man man man man man man yet man yet man man man man man man yet man yet man man,,,Ecclesiastes 6:7 (KJV),sn86072143/1907-08-01/ed-1/seq-11/,2,0.433,0.042,0,chronam
"And the Gods said among themselves: On the seventh time we will end our work, which we have counseled; and we will rest on the seventh time from all our work which we have counseled.",work time end said said end among time seventh time time said time time,,,Abraham 5:2,sn83009573/1858-07-19/ed-1/seq-2/,2,0.059,0.008,0.011,chronam
"Except the Lord of hosts had left us seed, we had been as Sodom, and we should have been like to Gomorrha.",like like left left like us left like us seed left left hosts,,,Isaiah 1:9 (Douay-Rheims),sn93051660/1901-08-27/ed-1/seq-1/,2,0.118,0.014,0,chronam
"who had been carried away from Jerusalem with the captives that had been carried away with Jeconiah king of Judah, whom Nebuchadnezzar the king of Babylon had carried away.",away king king away away away,,,Esther 2:6 (JPS 1917),sn82016187/1899-03-30/ed-1/seq-1/,2,0.076,0.01,0,chronam
"And except those days had been shortened, no flesh would have been saved: but for the elect's sake those days shall be shortened.",flesh flesh flesh flesh flesh shall shall days shall days shall shall shall days,,,Matthew 24:22 (RV),sn85058396/1920-02-24/ed-1/seq-2/,2,0.101,0.012,0,chronam
"And they which went before rebuked him, that he should hold his peace: but he cried so much the more, Thou Son of David, have mercy on me.",much son david much much son went son much son much much much hold hold,,,Luke 18:39 (KJV),sn83030193/1894-10-18/ed-3/seq-4/,2,0.107,0.012,0.647,chronam
"But the people held their peace, and answered him not a word: for the king's commandment was, saying, Answer him not.",word people people answer word word people,,,2 Kings 18:36 (KJV),sn83040340/1898-11-25/ed-1/seq-11/,2,0.17,0.019,0.311,chronam
"Therefore, it came to pass that they assembled themselves together in bodies throughout the land, to cast in their voices concerning who should be their judges, to judge them according to the law which had been given them; and they were exceedingly rejoiced because of the liberty which had been granted unto them.",concerning came given together according pass given given given given according land therefore land land therefore judge,,,Mosiah 29:39,sn83040340/1884-10-03/ed-1/seq-3/,2,0.039,0.005,0.112,chronam
"And I said unto them: Be not troubled, for, when all these things shall come to pass, ye may know that the promises which have been made unto you shall be fulfilled.",said said said said said said made may made made shall may may made made shall made made made know made made made shall may said said made may know pass made,,,Doctrine and Covenants 45:35,sn84036143/1872-03-07/ed-1/seq-3/,2,0.076,0.009,0.005,chronam
"But as for me, this secret is not revealed to me for any wisdom that I have more than any living, but to the intent that the interpretation may be made known to the king, and that thou mayest know the thoughts of thy heart.",may made known made made may may known made know made may made may know may,,,Daniel 2:30 (JPS 1917),sn86086633/1909-12-04/ed-1/seq-5/,2,0.071,0.008,0,chronam
"Behold, verily I say unto you, that it is my will that you should proclaim my gospel from land to land, and from city to city, yea, in those regions round about where it has not been proclaimed.",land regions regions regions regions,,,Doctrine and Covenants 66:5,sn84020751/1901-01-24/ed-1/seq-2/,2,0.103,0.01,0,chronam
"Now Absalom in his lifetime had taken and reared up for himself the pillar, which is in the king's dale; for he said, I have no son to keep my name in remembrance: and he called the pillar after his own name; and it is called Absalom's monument, unto this day.",said day son day name said now now day day day taken said said name said said said said now said said now called now taken now now day said taken taken now said said said said keep now,,,2 Samuel 18:18 (ASV),sn96076817/1902-01-18/ed-1/seq-7/,2,0.065,0.007,0.411,chronam
"Neither will the Lord God suffer that the Gentiles shall forever remain in that awful state of blindness, which thou beholdest they are in, because of the plain and most precious parts of the gospel of the Lamb which have been kept back by that abominable church, whose formation thou hast seen.",precious state church state state whose state,,,1 Nephi 13:32,sn93066071/1901-04-04/ed-1/seq-2/,2,0.042,0.006,0,chronam
"Then the lords of the Philistines brought up to her seven fresh bowstrings which had not been dried, and she bound him with them.",lords seven fresh bound brought brought,,,Judges 16:8 (JPS 1917),sn86063615/1899-08-27/ed-1/seq-7/,2,0.111,0.015,0,chronam
The grace of the Lord Jesus Christ be with your spirit.,lord lord lord spirit lord lord lord lord jesus christ lord jesus christ lord jesus jesus lord lord,,,Philippians 4:23 (RV),sn84029386/1889-05-16/ed-1/seq-2/,2,0.517,0.083,0.144,chronam
"Do ye suppose that our fathers would have been more choice than they if they had been righteous? I say unto you, Nay.",suppose,,,1 Nephi 17:34,sn88085421/1904-04-15/ed-1/seq-4/,2,0.13,0.014,0,chronam
"By this time, so deep were the impressions made on my mind, that sleep had fled from my eyes, and I lay overwhelmed in astonishment at what I had both seen and heard. But what was my surprise when again I beheld the same messenger at my bedside, and heard him rehearse or repeat over again to me the same things as before; and added a caution to me, telling me that Satan would try to tempt me (in consequence of the indigent circumstances of my father's family), to get the plates for the purpose of getting rich. This he forbade me, saying that I must have no other object in view in getting the plates but to glorify God, and must not be influenced by any other motive than that of building his kingdom; otherwise I could not get them.",made made time seen time family time time seen seen try seen must deep rich must must purpose made try god get made get get made building get building get get building building building building building building building building building must purpose building made made get get get building made building building made made building,,,Joseph Smith--History 1:46,sn82015104/1899-08-05/ed-1/seq-5/,2,0.021,0.002,0.061,chronam
"Oh, how merciful is our God! And now behold, since it has been as much as we could do to get our stains taken away from us, and our swords are made bright, let us hide them away that they may be kept bright, as a testimony to our God at the last day, or at the day that we shall be brought to stand before him to be judged, that we have not stained our swords in the blood of our brethren since he imparted his word unto us and has made us clean thereby.",last now day last day now much shall made much last now brought now last now day may now may day may made since let stand us us may us now last now get let taken taken us may may may may let day taken day since kept us made word made made now may us may may last us last made day made us made let taken day taken last made day made brought kept made now get get may let last day made day now behold now much made day day us now now us last clean may made made get made made now taken since taken now now now made shall kept taken made now last made since now made last since last last brought day now now god made stand us,,,Alma 24:15,sn84026925/1856-07-31/ed-1/seq-2/,2,0.023,0.003,0,chronam
"But if any man seem to be contentious, we have no such custom, nor the church of God.",church church seem god god god god man man man man man man man man man man man man man man,,,1 Corinthians 11:16 (Douay-Rheims),sn84026909/1875-05-26/ed-1/seq-1/,2,0.146,0.019,0,chronam
"And behold, there are last which shall be first, and there are first which shall be last.",shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall last shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall last first first shall shall shall shall shall shall shall shall shall first shall shall first shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall first first shall shall shall shall shall first first shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall first shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall last shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall shall,,,Luke 13:30 (RV),sn90059649/1907-05-10/ed-1/seq-23/,2,0.354,0.033,0.068,chronam
"And this is not all--it has been made manifest unto me, for I have heard and seen; and it also has been made manifest unto me by the power of the Holy Ghost; wherefore, I know if there should be no atonement made all mankind must be lost.",also made made also made made also lost also made made made made made made must made,,,Jacob 7:12,sn85053157/1904-09-07/ed-1/seq-1/,2,0.061,0.006,0,chronam
"For if there be no Christ there be no God; and if there be no God we are not, for there could have been no creation. But there is a God, and he is Christ, and he cometh in the fulness of his own time.",time time time time time time time time time time time,,,2 Nephi 11:7,sn84028296/1889-08-08/ed-1/seq-10/,2,0.093,0.01,0,chronam
"And whosoever shall speak a word against the Son of man, it shall be forgiven him; but whosoever shall speak against the Holy Spirit, it shall not be forgiven him, neither in this world, nor in that which is to come.",come man come holy world holy holy holy man man man man world world spirit word speak holy holy world son world son man man shall shall shall shall shall forgiven man shall shall shall speak shall shall shall man spirit holy man speak son word man son holy man world neither world,,,Matthew 12:32 (RV),sn84031492/1875-07-25/ed-1/seq-2/,2,0.068,0.008,0.996,chronam
"whom the heaven must receive until the times of restoration of all things, whereof God spake by the mouth of his holy prophets which have been since the world began.",world things times times must mouth began began must since since,,,Acts 3:21 (RV),2012218613/1888-03-07/ed-1/seq-2/,2,0.072,0.01,0,chronam
"and that because of the false brethren privily brought in, who came in privily to spy out our liberty which we have in Christ Jesus, that they might bring us into bondage:",us brought us brought brought us us us us brought us us,,,Galatians 2:4 (ASV),sn82016419/1862-07-26/ed-1/seq-3/,2,0.085,0.01,0,chronam
"Thou hast met him that rejoiceth, and doth justice: in thy ways they shall remember thee: behold thou art angry, and we have sinned: in them we have been always, and we shall be saved.",always,,,Isaiah 64:5 (Douay-Rheims),sn96060547/1918-10-05/ed-1/seq-6/,2,0.058,0.007,0,chronam
"It may be the LORD thy God will hear all the words of Rabshakeh, whom the king of Assyria his master hath sent to reproach the living God, and will rebuke the words which the LORD thy God hath heard: wherefore lift up thy prayer for the remnant that is left.",thy prayer prayer prayer prayer prayer prayer heard king god prayer god prayer prayer prayer prayer prayer king king may god god god god may may lord may may god may king lord thy god master,,,2 Kings 19:4 (RV),sn85038531/1918-01-12/ed-1/seq-8/,2,0.03,0.006,0.145,chronam
"For we must all appear before the judgment seat of Christ; that every one may receive the things done in his body, according to that he hath done, whether it be good or bad.",must bad done may must may done may must must must one one may may must must one whether done seat seat every things one one body one good good may must must good one may body one may one one whether must done may one seat one whether may may every one whether according one one must every may one may one must good good every good every may one good one every one every one may every bad according good done one every one may every seat may,,,2 Corinthians 5:10 (KJV),sn84028794/1857-07-16/ed-1/seq-2/,2,0.096,0.01,0.032,chronam
"And if he will not redeem the field, or if he have sold the field to another man, it shall not be redeemed any more:",man shall shall man shall man shall shall shall another another sold sold,,,Leviticus 27:20 (ASV),sn82015672/1860-09-24/ed-1/seq-2/,2,0.111,0.015,0.054,chronam
"And Nephi, the son of Helaman, had departed out of the land of Zarahemla, giving charge unto his son Nephi, who was his eldest son, concerning the plates of brass, and all the records which had been kept, and all those things which had been kept sacred from the departure of Lehi out of Jerusalem.",charge charge charge son charge records son,,,3 Nephi 1:2,sn83045462/1899-03-29/ed-1/seq-3/,2,0.036,0.005,0.147,chronam
"Behold, my soul delighteth in proving unto my people the truth of the coming of Christ; for, for this end hath the law of Moses been given; and all things which have been given of God from the beginning of the world, unto man, are the typifying of him.",man man beginning end man given people given end people people law people end law people people people end law end people end world world people end people given end law law given law coming people law world people end people beginning law given law people truth end hath people people people,,,2 Nephi 11:4,sn84031492/1878-12-03/ed-1/seq-9/,2,0.051,0.007,0,chronam
"And if ye shall say there is no law, ye shall also say there is no sin. If ye shall say there is no sin, ye shall also say there is no righteousness. And if there be no righteousness there be no happiness. And if there be no righteousness nor happiness there be no punishment nor misery. And if these things are not there is no God. And if there is no God we are not, neither the earth; for there could have been no creation of things, neither to act nor to be acted upon; wherefore, all things must have vanished away.",say upon god upon upon upon away upon law away upon law say acted upon away away away also also law upon shall shall upon law act,,,2 Nephi 2:13,sn85038614/1902-03-19/ed-1/seq-9/,2,0.026,0.003,0,chronam
"And again, if there shall be properties in the hands of the church, or any individuals of it, more than is necessary for their support after this first consecration, which is a residue to be consecrated unto the bishop, it shall be kept to administer to those who have not, from time to time, that every man who has need may be amply supplied and receive according to his wants.",man man time wants first man man man every time man time every man time hands every kept hands man time time kept kept man every time necessary man hands man man man every every time,,,Doctrine and Covenants 42:33,sn99021999/1915-06-28/ed-1/seq-8/,2,0.052,0.005,0.192,chronam
"And it came to pass they sent embassies to the army of the Lamanites, which protected the city of Mulek, to their leader, whose name was Jacob, desiring him that he would come out with his armies to meet them upon the plains between the two cities. But behold, Jacob, who was a Zoramite, would not come out with his army to meet them upon the plains.",city name two come came came whose city city came two two two upon two two two army city two two came two two leader two jacob whose sent sent upon two jacob meet two upon two upon city two meet leader upon upon upon sent came city two protected upon sent sent sent,,,Alma 52:20,sn90059523/1897-09-11/ed-1/seq-3/,2,0.046,0.005,0.72,chronam
"And he said to her: Thou hast; spoken like one of the foolish women: if we have received good things at the hand of God, why should we not receive evil? In all these things Job did not sin with his lips.",women receive received hand good spoken good said good one good good one one one one one one one said one said said one said one said said said like said one one one one one one one received good one,,,Job 2:10 (Douay-Rheims),sn83025320/1888-12-13/ed-1/seq-1/,2,0.067,0.007,0.029,chronam
"If any man have ears to hear, let him hear.",,,,Mark 7:16 (KJV),sn83025121/1894-01-30/ed-1/seq-8/,2,0.292,0.033,0,chronam
"Then they went in to Hezekiah the king within the palace, and said, We have cleansed all the house of the LORD, and the altar of burnt offering, with all the vessels thereof, and the table of shewbread, with all the vessels thereof.",house house house said house said house house said house said house house house house house house said said said house house house said table table said said house table,,,2 Chronicles 29:18 (RV),sn88061076/1859-07-15/ed-1/seq-3/,2,0.071,0.008,0,chronam
"But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.",good god good home good good good let home good first good good first first children first first home good,,,1 Timothy 5:4 (KJV),sn83016348/1875-11-06/ed-1/seq-2/,2,0.097,0.011,0,chronam
"These men are peaceable and willing to dwell with us: let them trade in the land, and till it, which being large and wide wanteth men to till it: we shall take their daughters for wives, and we will give them ours.",give give large us us men men men men shall us us shall take give give us till men men men shall shall large give large us men us let us us us give land land us willing us till,,,Genesis 34:21 (Douay-Rheims),sn83030313/1870-10-18/ed-1/seq-10/,2,0.073,0.008,0.004,chronam
"that thou wilt do us no hurt, as we have not touched thee, and as we have done unto thee nothing but good, and have sent thee away in peace: thou art now the blessed of the LORD.",art done art good now good us good us us us now good now good done away away now hurt us good done us us now good done us thou us us blessed good art now us us us good art us us us us unto thou peace thou lord us unto lord now lord us unto lord now us away us lord us us lord us lord us good now now now away nothing sent done,,,Genesis 26:29 (RV),sn84026853/1893-02-01/ed-1/seq-7/,2,0.061,0.008,0.246,chronam
"And it is the faith which we have had on the things which our king has spoken unto us that has brought us to this great knowledge, whereby we do rejoice with such exceedingly great joy.",us things great things great brought brought things us things things things great faith things things great brought great great great us great great great,,,Mosiah 5:4,sn84026536/1856-12-19/ed-1/seq-2/,2,0.079,0.009,0.017,chronam
"And also that we may preserve unto them the words which have been spoken by the mouth of all the holy prophets, which have been delivered unto them by the Spirit and power of God, since the world began, even down unto this present time.",may may may may may also present spirit world may god words time began may holy god also world may since,,,1 Nephi 3:20,sn87055779/1922-06-21/ed-1/seq-7/,2,0.044,0.006,0,chronam
"So there was hail, and fire flashing up amidst the hail, very grievous, such as had not been in all the land of Egypt since it became a nation.",since fire fire fire,,,Exodus 9:24 (JPS 1917),2010218505/1915-12-08/ed-1/seq-4/,2,0.081,0.011,0,chronam
"Wherefore, all things which have been revealed unto the children of men shall at that day be revealed; and Satan shall have power over the hearts of the children of men no more, for a long time. And now, my beloved brethren, I make an end of my sayings.",end now things time now now time end men end time day day time shall shall shall now time time make day day now now make end now time end now now long time time now men day make now day now things shall day day day time time,,,2 Nephi 30:18,sn83045462/1914-10-28/ed-1/seq-13/,2,0.045,0.006,0,chronam
"But the Son of righteousness shall appear unto them; and he shall heal them, and they shall have peace with him, until three generations shall have passed away, and many of the fourth generation shall have passed away in righteousness.",peace peace many passed passed many many three three son three many shall passed shall son son appear away shall shall peace shall shall peace shall shall shall many shall unto generations shall passed away many many many shall away away shall,,,2 Nephi 26:9,sn84038582/1863-09-05/ed-1/seq-1/,2,0.067,0.007,0,chronam
"So Solomon held the feast at that time, and all Israel with him, a great assembly, from the entrance of Hamath unto the brook of Egypt, before Jehovah our God, seven days and seven days, even fourteen days.",great great days days days time time time seven time time days time solomon brook days days even days days days days days days days days days days,,,1 Kings 8:65 (ASV),sn85066387/1899-08-18/ed-1/seq-11/,2,0.085,0.009,0.003,chronam
"Now there were in the church that was at Antioch certain prophets and teachers; as Barnabas, and Simeon that was called Niger, and Lucius of Cyrene, and Manaen, which had been brought up with Herod the tetrarch, and Saul.",now now now brought now brought certain brought now now now now now brought now now called certain brought called brought now now now called certain certain now certain,,,Acts 13:1 (KJV),sn84024735/1838-01-30/ed-1/seq-2/,2,0.067,0.009,0,chronam
"For I would not, brethren, have you ignorant of this mystery, lest ye be wise in your own conceits, that a hardening in part hath befallen Israel, until the fulness of the Gentiles be come in;",part part part come come part come brethren,,,Romans 11:25 (RV),sn84023881/1853-12-09/ed-1/seq-1/,2,0.076,0.01,0,chronam
"And that a New Jerusalem should be built up upon this land, unto the remnant of the seed of Joseph, for which things there has been a type.",new new new land new new built,,,Ether 13:6,sn99063957/1918-07-23/ed-1/seq-2/,2,0.121,0.014,0,chronam
"And in the twenty and first year they did not come up to battle, but they came up on all sides to lay siege round about the people of Nephi; for they did suppose that if they should cut off the people of Nephi from their lands, and should hem them in on every side, and if they should cut them off from all their outward privileges, that they could cause them to yield themselves up according to their wishes.",year come twenty every battle year year people people every year cut people lands lands year yield year first people came people twenty first first first first come come year year first first side first first first first every every first first first first year first every wishes first side first people people first came twenty every every side first first year every side first lands lands,,,3 Nephi 4:16,sn85042460/1887-12-16/ed-1/seq-4/,2,0.037,0.004,0.932,chronam
"He said unto them, Have ye received the Holy Ghost since ye believed? And they said unto him, We have not so much as heard whether there be any Holy Ghost.",received said said said said said said said said said said said said said said said heard said said said said said said said said said said said said said said said said said said said said much much said much said much said said much,,,Acts 19:2 (KJV),sn85033139/1907-12-05/ed-1/seq-4/,2,0.065,0.008,0.022,chronam
"And Hezekiah had exceeding much riches and honour: and he provided him treasuries for silver, and for gold, and for precious stones, and for spices, and for shields, and for all manner of goodly vessels;",much precious gold silver precious stones gold gold gold gold gold gold gold gold gold gold gold spices spices precious gold spices spices much silver much much much,,,2 Chronicles 32:27 (RV),sn84029853/1892-03-17/ed-1/seq-3/,2,0.097,0.011,0,chronam
"If I had not done among them the works that no other man hath done, they would not have sin; but now they have both seen and hated both me and my Father.",man man man man man man man now man man man man among man man man man man man now among man man man man father man man man man man man man man man man man man man man man now man now man man man man now man now man man man man man man man man man,,,John 15:24 (Douay-Rheims),sn99061556/1915-02-02/ed-1/seq-5/,2,0.064,0.008,0.115,chronam
"Now I, Nephi, do speak somewhat concerning the words which I have written, which have been spoken by the mouth of Isaiah. For behold, Isaiah spake many things which were hard for many of my people to understand; for they know not concerning the manner of prophesying among the Jews.",manner people people now now people people things manner spoken now written many many manner people people people among people now many now among now now written now now many now now speak people among among people people speak written written written concerning now among people people people people people now now among people many people people people understand speak now people people people people people people now many many know now know many many many now now many now know now many now now,,,2 Nephi 25:1,sn83025725/1861-03-06/ed-1/seq-2/,2,0.042,0.006,0,chronam
"OWING to the many reports which have been put in circulation by evil-disposed and designing persons, in relation to the rise and progress of the Church of Jesus Christ of Latter-day Saints, all of which have been designed by the authors thereof to militate against its character as a Church and its progress in the world--I have been induced to write this history, to disabuse the public mind, and put all inquirers after truth in possession of the facts, as they have transpired, in relation both to myself and the Church, so far as I have such facts in my possession.",day day far rise rise world write latter public public public public put world public,,,Joseph Smith--History 1:1,sn85049554/1913-02-15/ed-1/seq-10/,2,0.021,0.003,0.003,chronam
"For as ye have drunk upon My holy mountain, So shall all the nations drink continually, Yea, they shall drink, and swallow down, And shall be as though they had not been.",upon,,,Obadiah 1:16 (JPS 1917),sn87055779/1916-12-13/ed-1/seq-16/,2,0.068,0.009,0,chronam
Did not he that made me in the womb make him? and did not one fashion us in the womb?,made made one one made one made one one one one made made one one one one one us one us,,,Job 31:15 (KJV),sn84026749/1918-05-18/ed-1/seq-3/,2,0.184,0.021,0,chronam
"And thus he cleared the ground, or rather the bank, which was on the west of the river Sidon, throwing the bodies of the Lamanites who had been slain into the waters of Sidon, that thereby his people might have room to cross and contend with the Lamanites and the Amlicites on the west side of the river Sidon.",ground might west bank,,,Alma 2:34,sn83030193/1892-08-15/ed-4/seq-1/,2,0.048,0.006,0,chronam
"And then shall they know their Redeemer, who is Jesus Christ, the Son of God; and then shall they be gathered in from the four quarters of the earth unto their own lands, from whence they have been dispersed; yea, as the Lord liveth so shall it be. Amen.",gathered shall lands lands lands shall shall lands shall shall lands lands shall lands shall shall shall shall shall shall lands shall lands lands lands son know earth,,,3 Nephi 5:26,sn82014635/1902-10-18/ed-1/seq-2/,2,0.082,0.007,0,chronam
"Yea, and there was continual peace among them, and exceedingly great prosperity in the church because of their heed and diligence which they gave unto the word of God, which was declared unto them by Helaman, and Shiblon, and Corianton, and Ammon and his brethren, yea, and by all those who had been ordained by the holy order of God, being baptized unto repentance, and sent forth to preach among the people.",forth great people order peace people forth people people people people people people great people declared people gave gave people peace people forth among sent people great great declared declared among prosperity people people people great great people forth forth sent people great great great order great great great great people people great,,,Alma 49:30,sn84026836/1873-03-08/ed-1/seq-2/,2,0.034,0.004,0.003,chronam
"save only that which the young men have eaten, and the portion of the men which went with me; Aner, Eshcol, and Mamre, let them take their portion.",went young young men young men men let let take young take,,,Genesis 14:24 (RV),sn82006687/1918-08-15/ed-1/seq-4/,2,0.096,0.011,0.271,chronam
"Wherefore, as those who have been destroyed have been destroyed speedily; and the multitude of their terrible ones shall be as chaff that passeth away--yea, thus saith the Lord God: It shall be at an instant, suddenly--",shall thus instant thus thus thus shall thus destroyed lord lord destroyed thus shall shall thus thus shall thus,,,2 Nephi 26:18,sn85026050/1861-03-22/ed-1/seq-2/,2,0.077,0.008,0,chronam
"But his wife said unto him, If the LORD were pleased to kill us, he would not have received a burnt offering and a meat offering at our hands, neither would he have shewed us all these things, nor would as at this time have told us such things as these.",time hands time lord time time time time said time time received received time received hands hands time time time time time us time received said said time time said,,,Judges 13:23 (KJV),sn85049554/1901-10-18/ed-1/seq-2/,2,0.053,0.006,0.006,chronam
"Now these are the children of the province that went up out of the captivity, of those which had been carried away, whom Nebuchadnezzar the king of Babylon had carried away unto Babylon, and came again unto Jerusalem and Judah, every one unto his city;",now went now now every one now one king away one every king king one every came one now one one,,,Ezra 2:1 (KJV),sn83030214/1907-06-23/ed-1/seq-37/,2,0.045,0.006,0.138,chronam
"So Ezechias did all things, which we have said in all Juda, and wrought that which was good; and right, and truth, before the Lord his God,",things good said good said good right good things god things things truth truth good truth right,,,2 Chronicles 31:20 (Douay-Rheims),sn84023209/1847-02-11/ed-1/seq-2/,2,0.082,0.011,0,chronam
"So Ezechias did all things, which we have said in all Juda, and wrought that which was good; and right, and truth, before the Lord his God,",good good good good good good,,,2 Chronicles 31:20 (Douay-Rheims),sn82015672/1857-04-15/ed-1/seq-4/,2,0.082,0.011,0.002,chronam
"Let each company bear an equal proportion, according to the dividend of their property, in taking the poor, the widows, the fatherless, and the families of those who have gone into the army, that the cries of the widow and the fatherless come not up into the ears of the Lord against this people.",let people property army come people equal widow widow taking widow taking taking company gone company company people people,,,Doctrine and Covenants 136:8,sn84036143/1877-07-12/ed-1/seq-2/,2,0.053,0.007,0,chronam
so that the priests could not stand to minister by reason of the cloud; for the glory of the LORD filled the house of the LORD.,reason house stand reason house house,,,1 Kings 8:11 (JPS 1917),sn98066406/1899-02-17/ed-1/seq-4/,2,0.155,0.019,0,chronam
"For our gospel hath not been unto you in word only, but in power also, and in the Holy Ghost, and in much fulness, as you know what manner of men we have been among you for your sakes.",know much also also also know men men men men know among among men ghost men men men men much men also men men men men men among men men among men men men men also also men among power power,,,1 Thessalonians 1:5 (Douay-Rheims),sn83030214/1904-01-24/ed-1/seq-5/,2,0.079,0.009,0,chronam
"Except the LORD of hosts had left unto us a very small remnant, we should have been as Sodom, and we should have been like unto Gomorrah.",left us us us left left left,,,Isaiah 1:9 (KJV),sn91068367/1899-09-05/ed-1/seq-7/,2,0.078,0.01,0,chronam
So shall he sprinkle many nations; the kings shall shut their mouths at him: for that which had not been told them shall they see; and that which they had not heard shall they consider.,shall many many many many told shut told heard,,,Isaiah 52:15 (KJV),sn83045462/1910-12-12/ed-1/seq-12/,2,0.061,0.008,0,chronam
"Since thy brother Judas died, we have no man like him to go forth against our enemies, and Bacchides, and against them of our nation that are adversaries to us.",forth nation like us nation man man since man since man go since like us us,,,1 Maccabees 9:29 (KJV),sn86081854/1898-11-03/ed-1/seq-4/,2,0.073,0.009,0.031,chronam
"for we have heard him say, that this Jesus of Nazareth shall destroy this place, and shall change the customs which Moses delivered unto us.",us us us us us us say say us say say us say us us heard place us heard heard us heard shall heard say heard heard us say us us us us shall us us us say say place,,,Acts 6:14 (RV),sn91068402/1890-10-30/ed-1/seq-5/,2,0.106,0.014,0,chronam
"Now I say unto you let us be wise and consider these things, for we have no right to destroy my son, neither should we have any right to destroy another if he should be appointed in his stead.",consider now now wise neither right another another another now now now let son us now say now us us us say now us say let let another things stead now another now,,,Mosiah 29:8,sn83030214/1901-05-09/ed-1/seq-6/,2,0.066,0.008,0.004,chronam
"And now behold, I say unto you that if it had been possible for Adam to have partaken of the fruit of the tree of life at that time, there would have been no death, and the word would have been void, making God a liar, for he said: If thou eat thou shalt surely die.",now now time say said time said time say now time word die making now making now said now making say say time say said said death say say say say die say die life now now now time life said now time eat said said say life life said now now now now life life time say,,,Alma 12:23,sn82014635/1895-01-16/ed-1/seq-4/,2,0.041,0.005,0.01,chronam
"Howbeit that he made the greater star; as, also, if there be two spirits, and one shall be more intelligent than the other, yet these two spirits, notwithstanding one is more intelligent than the other, have no beginning; they existed before, they shall have no end, they shall exist after, for they are gnolaum, or eternal.",two one one one one also made two also yet shall made end yet made two two greater one yet made also end two one greater greater yet one one two two two,,,Abraham 3:18,sn82007023/1882-02-09/ed-1/seq-1/,2,0.053,0.005,0.162,chronam
"But he said unto them, Give ye them to eat. And they said, We have no more than five loaves and two fishes; except we should go and buy food for all this people.",two two give two two give two five two two give two two five give two give give two two two go people five go,,,Luke 9:13 (ASV),sn83030313/1844-04-11/ed-1/seq-3/,2,0.072,0.009,0,chronam
