reference,verse,url,match,likely,most_unusual_phrase,token_count,proportion,tfidf,page
1 Samuel 6:9 (KJV),"And see, if it goeth up by the way of his own coast to Beth-shemesh, then he hath done us this great evil: but if not, then we shall know that is not his hand that smote us; it was a chance that happened to us.",http://chroniclingamerica.loc.gov/lccn/sn88064402/1918-06-14/ed-1/seq-4/#words=see+goeth+up+way+own+coast+beth+shemesh+hath+done+us+great+evil+we+shall+know+hand+smote+us+chance+happened+us,FALSE,no,then we shall,1,0.0133333333,0.1232855349,sn88064402/1918-06-14/ed-1/seq-4/
Acts 23:13 (KJV),And they were more than forty which had made this conspiracy.,http://chroniclingamerica.loc.gov/lccn/sn85025620/1883-01-25/ed-1/seq-2/#words=were+more+than+forty+had+made+conspiracy,FALSE,possibly,were more than,1,0.0909090909,0.8144302767,sn85025620/1883-01-25/ed-1/seq-2/
1 Timothy 6:6 (KJV),But godliness with contentment is great gain.,http://chroniclingamerica.loc.gov/lccn/sn85038102/1907-02-08/ed-1/seq-5/#words=godliness+contentment+great+gain,TRUE,yes,godliness contentment great,3,1,9.651880224,sn85038102/1907-02-08/ed-1/seq-5/
Psalm 34:19 (KJV),Many are the afflictions of the righteous: but the LORD delivereth him out of them all.,http://chroniclingamerica.loc.gov/lccn/sn85033964/1884-02-14/ed-1/seq-1/#words=many+afflictions+righteous+lord+delivereth+out+all,FALSE,possibly,him out them,1,0.0555555556,0.536215568,sn85033964/1884-02-14/ed-1/seq-1/
2 Kings 22:15 (KJV),"And she said unto them, Thus saith the LORD God of Israel, Tell the man that sent you to me,",http://chroniclingamerica.loc.gov/lccn/sn95077631/1894-02-07/ed-1/seq-1/#words=said+unto+thus+saith+lord+god+israel+tell+man+sent+you+me,FALSE,possibly,man sent me,1,0.0833333333,0.770534593,sn95077631/1894-02-07/ed-1/seq-1/
Deuteronomy 32:30 (KJV),"How should one chase a thousand, and two put ten thousand to flight, except their Rock had sold them, and the LORD had shut them up?",http://chroniclingamerica.loc.gov/lccn/sn89058007/1895-06-14/ed-1/seq-4/#words=how+should+one+chase+thousand+two+put+ten+thousand+flight+except+rock+had+sold+lord+had+shut+up,TRUE,yes,chase thousand put,9,0.2045454545,1.974248228,sn89058007/1895-06-14/ed-1/seq-4/
Hebrews 7:21 (KJV),"(For those priests were made without an oath; but this with an oath by him that said unto him, The Lord sware and will not repent, Thou art a priest for ever after the order of Melchisedec:)",http://chroniclingamerica.loc.gov/lccn/sn85033681/1875-10-13/ed-1/seq-1/#words=those+priests+were+made+without+oath+oath+said+unto+lord+sware+repent+thou+art+priest+ever+after+order+melchisedec,FALSE,no,were made without,1,0.0196078431,0.1892525534,sn85033681/1875-10-13/ed-1/seq-1/
1 John 1:10 (KJV),"If we say that we have not sinned, we make him a liar, and his word is not in us.",http://chroniclingamerica.loc.gov/lccn/sn88085620/1921-11-25/ed-1/seq-2/#words=we+say+we+sinned+we+make+liar+word+us,FALSE,possibly,if we we,3,0.1034482759,0.9190708821,sn88085620/1921-11-25/ed-1/seq-2/
Esther 4:11 (KJV),"All the king's servants, and the people of the king's provinces, do know, that whosoever, whether man or woman, shall come unto the king into the inner court, who is not called, there is one law of his to put him to death, except such to whom the king shall hold out the golden sceptre, that he may live: but I have not been called to come in unto the king these thirty days.",http://chroniclingamerica.loc.gov/lccn/sn92065637/1896-01-08/ed-2/seq-3/#words=all+king's+servants+people+king's+provinces+know+whosoever+whether+man+woman+shall+come+unto+king+inner+court+called+one+law+put+death+except+whom+king+shall+hold+out+golden+sceptre+may+live+i+been+called+come+unto+king+thirty+days,FALSE,no,have not been,1,0.0020661157,0.0706881648,sn92065637/1896-01-08/ed-2/seq-3/
Romans 7:19 (KJV),"For the good that I would I do not: but the evil which I would not, that I do.",http://chroniclingamerica.loc.gov/lccn/sn84024738/1861-03-18/ed-1/seq-4/#words=good+i+would+i+evil+i+would+i,FALSE,possibly,good would not,1,0.0833333333,0.770534593,sn84024738/1861-03-18/ed-1/seq-4/
Matthew 23:30 (KJV),"And say, If we had been in the days of our fathers, we would not have been partakers with them in the blood of the prophets.",http://chroniclingamerica.loc.gov/lccn/sn85026050/1864-12-02/ed-1/seq-1/#words=say+we+had+been+days+our+fathers+we+would+been+partakers+blood+prophets,FALSE,no,not have been,1,0.009009009,0.2499031112,sn85026050/1864-12-02/ed-1/seq-1/
Daniel 11:25 (KJV),And he shall stir up his power and his courage against the king of the south with a great army; and the king of the south shall be stirred up to battle with a very great and mighty army; but he shall not stand: for they shall forecast devices against him.,http://chroniclingamerica.loc.gov/lccn/sn89074274/1915-09-23/ed-1/seq-1/#words=shall+stir+up+power+courage+against+king+south+great+army+king+south+shall+stirred+up+battle+very+great+mighty+army+shall+stand+shall+forecast+devices+against,FALSE,no,battle very great,1,0.0135135135,0.1304308138,sn89074274/1915-09-23/ed-1/seq-1/
Matthew 7:20 (KJV),Wherefore by their fruits ye shall know them.,http://chroniclingamerica.loc.gov/lccn/sn84037890/1902-05-28/ed-1/seq-3/#words=wherefore+fruits+ye+shall+know,TRUE,yes,fruits ye shall know them,5,0.625,5.895098604,sn84037890/1902-05-28/ed-1/seq-3/
Psalm 145:18 (KJV),"The LORD is nigh unto all them that call upon him, to all that call upon him in truth.",http://chroniclingamerica.loc.gov/lccn/sn84020712/1861-01-08/ed-1/seq-2/#words=lord+nigh+unto+all+call+upon+all+call+upon+truth,FALSE,possibly,call upon him,2,0.0666666667,0.5823726328,sn84020712/1861-01-08/ed-1/seq-2/
Isaiah 45:1 (KJV),"Thus saith the LORD to his anointed, to Cyrus, whose right hand I have holden, to subdue nations before him; and I will loose the loins of kings, to open before him the two leaved gates; and the gates shall not be shut;",http://chroniclingamerica.loc.gov/lccn/sn85053167/1897-11-10/ed-1/seq-4/#words=thus+saith+lord+anointed+cyrus+whose+right+hand+i+holden+subdue+nations+before+i+loose+loins+kings+open+before+two+leaved+gates+gates+shall+shut,FALSE,no,open before him,1,0.0147058824,0.1419394151,sn85053167/1897-11-10/ed-1/seq-4/
Genesis 3:21 (KJV),"Unto Adam also and to his wife did the LORD God make coats of skins, and clothed them.",http://chroniclingamerica.loc.gov/lccn/sn84021912/1897-03-13/ed-1/seq-1/#words=unto+adam+also+wife+did+lord+god+make+coats+skins+clothed,TRUE,yes,coats skins clothed them,18,0.6666666667,6.408914698,sn84021912/1897-03-13/ed-1/seq-1/
John 18:30 (KJV),"They answered and said unto him, If he were not a malefactor, we would not have delivered him up unto thee.",http://chroniclingamerica.loc.gov/lccn/sn87065532/1909-04-09/ed-1/seq-4/#words=answered+said+unto+were+malefactor+we+would+delivered+up+unto+thee,FALSE,no,if were not,1,0.0285714286,0.2559638012,sn87065532/1909-04-09/ed-1/seq-4/
Job 34:27 (KJV),"Because they turned back from him, and would not consider any of his ways:",http://chroniclingamerica.loc.gov/lccn/sn91068245/1898-07-14/ed-1/seq-2/#words=because+turned+back+would+consider+any+ways,FALSE,possibly,would not consider,1,0.0588235294,0.5677576602,sn91068245/1898-07-14/ed-1/seq-2/
2 Kings 17:9 (KJV),"And the children of Israel did secretly those things that were not right against the LORD their God, and they built them high places in all their cities, from the tower of the watchmen to the fenced city.",http://chroniclingamerica.loc.gov/lccn/sn92070405/1893-06-30/ed-1/seq-4/#words=children+israel+did+secretly+those+things+were+right+against+lord+god+built+high+places+all+cities+tower+watchmen+fenced+city,FALSE,possibly,were not right,3,0.0545454545,0.526466194,sn92070405/1893-06-30/ed-1/seq-4/
Luke 1:62 (KJV),"And they made signs to his father, how he would have him called.",http://chroniclingamerica.loc.gov/lccn/sn83040340/1880-08-27/ed-1/seq-3/#words=made+signs+father+how+would+called,FALSE,possibly,how would have,1,0.0666666667,0.6434586816,sn83040340/1880-08-27/ed-1/seq-3/
Ezekiel 20:49 (KJV),"Then said I, Ah Lord GOD! they say of me, Doth he not speak parables?",http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-09-27/ed-1/seq-3/#words=said+i+ah+lord+god+say+me+doth+speak+parables,FALSE,possibly,then said ah,1,0.0555555556,0.475181552,sn85025620/1888-09-27/ed-1/seq-3/
2 Corinthians 6:10 (KJV),"As sorrowful, yet alway rejoicing; as poor, yet making many rich; as having nothing, and yet possessing all things.",http://chroniclingamerica.loc.gov/lccn/sn86069620/1897-03-11/ed-1/seq-2/#words=sorrowful+yet+alway+rejoicing+poor+yet+making+many+rich+having+nothing+yet+possessing+all+things,TRUE,yes,nothing yet possessing,27,0.75,7.238910168,sn86069620/1897-03-11/ed-1/seq-2/
Galatians 3:27 (KJV),For as many of you as have been baptized into Christ have put on Christ.,http://chroniclingamerica.loc.gov/lccn/sn84025890/1883-06-23/ed-1/seq-4/#words=many+you+been+baptized+christ+put+christ,FALSE,possibly,many have been,1,0.0666666667,0.6434586816,sn84025890/1883-06-23/ed-1/seq-4/
Song of Solomon 7:12 (KJV),"Let us get up early to the vineyards; let us see if the vine flourish, whether the tender grape appear, and the pomegranates bud forth: there will I give thee my loves.",http://chroniclingamerica.loc.gov/lccn/sn86069117/1900-03-08/ed-1/seq-2/#words=let+us+get+up+early+vineyards+let+us+see+vine+flourish+whether+tender+grape+appear+pomegranates+bud+forth+i+give+thee+my+loves,FALSE,no,let us see,1,0.0175438596,0.153255956,sn86069117/1900-03-08/ed-1/seq-2/
Deuteronomy 4:7 (KJV),"For what nation is there so great, who hath God so nigh unto them, as the LORD our God is in all things that we call upon him for?",http://chroniclingamerica.loc.gov/lccn/sn86064205/1886-02-14/ed-1/seq-5/#words=what+nation+so+great+hath+god+so+nigh+unto+lord+our+god+all+things+we+call+upon,FALSE,no,call upon him,1,0.0222222222,0.1941242109,sn86064205/1886-02-14/ed-1/seq-5/
Proverbs 31:28 (KJV),"Her children arise up, and call her blessed; her husband also, and he praiseth her.",http://chroniclingamerica.loc.gov/lccn/sn84026912/1913-01-08/ed-1/seq-5/#words=children+arise+up+call+blessed+husband+also+praiseth,TRUE,possibly,up call blessed,1,0.0666666667,0.6434586816,sn84026912/1913-01-08/ed-1/seq-5/
2 Kings 16:19 (KJV),"Now the rest of the acts of Ahaz which he did, are they not written in the book of the chronicles of the kings of Judah?",http://chroniclingamerica.loc.gov/lccn/sn83045217/1921-09-10/ed-1/seq-1/#words=now+rest+acts+ahaz+did+written+book+chronicles+kings+judah,FALSE,possibly,which did not,1,0.0714285714,0.6399095031,sn83045217/1921-09-10/ed-1/seq-1/
Deuteronomy 27:23 (KJV),"Cursed be he that lieth with his mother in law. And all the people shall say, Amen.",http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-07-19/ed-1/seq-2/#words=cursed+lieth+mother+law+all+people+shall+say+amen,FALSE,possibly,mother law all,1,0.0833333333,0.804323352,sn85025620/1888-07-19/ed-1/seq-2/
Matthew 12:35 (KJV),A good man out of the good treasure of the heart bringeth forth good things: and an evil man out of the evil treasure bringeth forth evil things.,http://chroniclingamerica.loc.gov/lccn/sn84026536/1868-11-13/ed-1/seq-3/#words=good+man+out+good+treasure+heart+bringeth+forth+good+things+evil+man+out+evil+treasure+bringeth+forth+evil+things,FALSE,no,good man out,1,0.0208333333,0.1926336483,sn84026536/1868-11-13/ed-1/seq-3/
Ezra 2:1 (KJV),"Now these are the children of the province that went up out of the captivity, of those which had been carried away, whom Nebuchadnezzar the king of Babylon had carried away unto Babylon, and came again unto Jerusalem and Judah, every one unto his city;",http://chroniclingamerica.loc.gov/lccn/sn83016758/1895-08-15/ed-1/seq-7/#words=now+children+province+went+up+out+captivity+those+had+been+carried+away+whom+nebuchadnezzar+king+babylon+had+carried+away+unto+babylon+came+again+unto+jerusalem+judah+every+one+unto+city,FALSE,no,which had been,1,0.0065789474,0.1125429992,sn83016758/1895-08-15/ed-1/seq-7/
1 Corinthians 1:28 (KJV),"And base things of the world, and things which are despised, hath God chosen, yea, and things which are not, to bring to nought things that are:",http://chroniclingamerica.loc.gov/lccn/sn83016925/1887-07-06/ed-1/seq-4/#words=base+things+world+things+despised+hath+god+chosen+yea+things+bring+nought+things,TRUE,yes,chosen yea things which not,27,0.6923076923,6.65857629,sn83016925/1887-07-06/ed-1/seq-4/
Matthew 24:47 (KJV),"Verily I say unto you, That he shall make him ruler over all his goods.",http://chroniclingamerica.loc.gov/lccn/sn93067976/1852-01-16/ed-1/seq-2/#words=verily+i+say+unto+you+shall+make+ruler+over+all+goods,TRUE,yes,make him ruler over all,5,0.3333333333,3.014028289,sn93067976/1852-01-16/ed-1/seq-2/
Zechariah 1:6 (KJV),"But my words and my statutes, which I commanded my servants the prophets, did they not take hold of your fathers? and they returned and said, Like as the LORD of hosts thought to do unto us, according to our ways, and according to our doings, so hath he dealt with us.",http://chroniclingamerica.loc.gov/lccn/sn84022770/1883-06-01/ed-1/seq-4/#words=my+words+my+statutes+i+commanded+my+servants+prophets+did+take+hold+your+fathers+returned+said+like+lord+hosts+thought+unto+us+according+our+ways+according+our+doings+so+hath+dealt+us,,no,did not take,1,0.0061728395,0.1191590151,sn84022770/1883-06-01/ed-1/seq-4/
John 12:39 (KJV),"Therefore they could not believe, because that Esaias said again,",http://chroniclingamerica.loc.gov/lccn/sn82015015/1842-08-11/ed-1/seq-4/#words=therefore+could+believe+because+esaias+said+again,,possibly,therefore could not,1,0.0666666667,0.6434586816,sn82015015/1842-08-11/ed-1/seq-4/
Acts 7:50 (KJV),Hath not my hand made all these things?,http://chroniclingamerica.loc.gov/lccn/sn84024718/1873-03-11/ed-1/seq-4/#words=hath+my+hand+made+all+things,,possibly,made all things,1,0.1111111111,0.9706210547,sn84024718/1873-03-11/ed-1/seq-4/
Job 21:5 (KJV),"Mark me, and be astonished, and lay your hand upon your mouth.",http://chroniclingamerica.loc.gov/lccn/sn85025431/1890-04-23/ed-1/seq-4/#words=mark+me+astonished+lay+your+hand+upon+your+mouth,,possibly,lay your hand,1,0.0555555556,0.536215568,sn85025431/1890-04-23/ed-1/seq-4/
Acts 27:15 (KJV),"And when the ship was caught, and could not bear up into the wind, we let her drive.",http://chroniclingamerica.loc.gov/lccn/sn89081022/1903-07-29/ed-1/seq-7/#words=when+ship+caught+could+bear+up+wind+we+let+drive,,no,could not bear,2,0.0277777778,0.770534593,sn89081022/1903-07-29/ed-1/seq-7/
Luke 17:15 (KJV),"And one of them, when he saw that he was healed, turned back, and with a loud voice glorified God,",http://chroniclingamerica.loc.gov/lccn/sn85034235/1910-12-29/ed-1/seq-4/#words=one+when+saw+healed+turned+back+loud+voice+glorified+god,,yes,one them when saw healed,24,1,9.622999092,sn85034235/1910-12-29/ed-1/seq-4/
Luke 22:56 (KJV),"But a certain maid beheld him as he sat by the fire, and earnestly looked upon him, and said, This man was also with him.",http://chroniclingamerica.loc.gov/lccn/sn85026050/1854-10-20/ed-1/seq-3/#words=certain+maid+beheld+sat+fire+earnestly+looked+upon+said+man+also,,no,upon him said,1,0.0151515152,0.2714767589,sn85026050/1854-10-20/ed-1/seq-3/
Amos 9:14 (KJV),"And I will bring again the captivity of my people of Israel, and they shall build the waste cities, and inhabit them; and they shall plant vineyards, and drink the wine thereof; they shall also make gardens, and eat the fruit of them.",http://chroniclingamerica.loc.gov/lccn/sn85033964/1867-08-30/ed-1/seq-4/#words=i+bring+again+captivity+my+people+israel+shall+build+waste+cities+inhabit+shall+plant+vineyards+drink+wine+thereof+shall+also+make+gardens+eat+fruit,,possibly,inhabit them shall,7,0.1129032258,1.00787077,sn85033964/1867-08-30/ed-1/seq-4/
Philippians 4:6 (KJV),Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God.,http://chroniclingamerica.loc.gov/lccn/sn85042907/1911-05-20/ed-1/seq-2/#words=careful+nothing+every+thing+prayer+supplication+thanksgiving+let+your+requests+made+known+unto+god,,yes,your requests made known unto,28,0.625,8.432724412,sn85042907/1911-05-20/ed-1/seq-2/
Luke 3:13 (KJV),"And he said unto them, Exact no more than that which is appointed you.",http://chroniclingamerica.loc.gov/lccn/sn84023649/1847-07-06/ed-1/seq-1/#words=said+unto+exact+more+than+appointed+you,,possibly,no more than,1,0.0588235294,0.5439067715,sn84023649/1847-07-06/ed-1/seq-1/
Acts 19:7 (KJV),And all the men were about twelve.,http://chroniclingamerica.loc.gov/lccn/sn84026912/1913-04-30/ed-1/seq-6/#words=all+men+were+about+twelve,,yes,all men were,1,0.3333333333,2.911863164,sn84026912/1913-04-30/ed-1/seq-6/
Mark 11:9 (KJV),"And they that went before, and they that followed, cried, saying, Hosanna; Blessed is he that cometh in the name of the Lord:",http://chroniclingamerica.loc.gov/lccn/sn84026925/1892-01-13/ed-1/seq-2/#words=went+before+followed+cried+saying+hosanna+blessed+cometh+name+lord,,yes,hosanna blessed cometh name lord,5,0.25,2.303108827,sn84026925/1892-01-13/ed-1/seq-2/
Matthew 26:24 (KJV),The Son of man goeth as it is written of him: but woe unto that man by whom the Son of man is betrayed! it had been good for that man if he had not been born.,http://chroniclingamerica.loc.gov/lccn/sn85038145/1868-12-10/ed-1/seq-1/#words=son+man+goeth+written+woe+unto+man+whom+son+man+betrayed+had+been+good+man+had+been+born,,no,if had not been,1,0.0192307692,0.1722833278,sn85038145/1868-12-10/ed-1/seq-1/
1 Corinthians 16:13 (KJV),"Watch ye, stand fast in the faith, quit you like men, be strong.",http://chroniclingamerica.loc.gov/lccn/sn89067274/1895-06-13/ed-1/seq-1/#words=watch+ye+stand+fast+faith+quit+you+like+men+strong,,yes,stand fast faith,8,0.3888888889,4.238819503,sn89067274/1895-06-13/ed-1/seq-1/
Joshua 7:4 (KJV),So there went up thither of the people about three thousand men: and they fled before the men of Ai.,http://chroniclingamerica.loc.gov/lccn/sn86053573/1873-11-03/ed-1/seq-4/#words=so+went+up+thither+people+about+three+thousand+men+fled+before+men+ai,,no,about three thousand,1,0.0172413793,0.2949402736,sn86053573/1873-11-03/ed-1/seq-4/
1 Samuel 30:10 (KJV),"But David pursued, he and four hundred men: for two hundred abode behind, which were so faint that they could not go over the brook Besor.",http://chroniclingamerica.loc.gov/lccn/sn86088572/1913-04-24/ed-1/seq-6/#words=david+pursued+four+hundred+men+two+hundred+abode+behind+were+so+faint+could+go+over+brook+besor,,no,faint could not,1,0.0285714286,0.264183289,sn86088572/1913-04-24/ed-1/seq-6/
Job 39:21 (KJV),"He paweth in the valley, and rejoiceth in his strength: he goeth on to meet the armed men.",http://chroniclingamerica.loc.gov/lccn/sn85038102/1898-01-14/ed-1/seq-6/#words=paweth+valley+rejoiceth+strength+goeth+meet+armed+men,,possibly,valley rejoiceth strength,1,0.0666666667,0.6434586816,sn85038102/1898-01-14/ed-1/seq-6/
Mark 7:12 (KJV),And ye suffer him no more to do ought for his father or his mother;,http://chroniclingamerica.loc.gov/lccn/sn84025841/1896-05-23/ed-1/seq-1/#words=ye+suffer+more+ought+father+mother,,possibly,him no more,1,0.0666666667,0.5702178624,sn84025841/1896-05-23/ed-1/seq-1/
Numbers 11:5 (KJV),"We remember the fish, which we did eat in Egypt freely; the cucumbers, and the melons, and the leeks, and the onions, and the garlick:",http://chroniclingamerica.loc.gov/lccn/sn82016187/1910-10-06/ed-1/seq-15/#words=we+remember+fish+we+did+eat+egypt+freely+cucumbers+melons+leeks+onions+garlick,,no,which we did,1,0.0151515152,0.2801943975,sn82016187/1910-10-06/ed-1/seq-15/
2 Kings 16:19 (KJV),"Now the rest of the acts of Ahaz which he did, are they not written in the book of the chronicles of the kings of Judah?",http://chroniclingamerica.loc.gov/lccn/sn84026909/1874-01-07/ed-2/seq-1/#words=now+rest+acts+ahaz+did+written+book+chronicles+kings+judah,,no,which did not,1,0.0357142857,0.6399095031,sn84026909/1874-01-07/ed-2/seq-1/
Job 21:4 (KJV),"As for me, is my complaint to man? and if it were so, why should not my spirit be troubled?",http://chroniclingamerica.loc.gov/lccn/sn85038119/1894-08-23/ed-1/seq-3/#words=me+my+complaint+man+were+so+why+should+my+spirit+troubled,,no,why should not,1,0.0138888889,0.3852672965,sn85038119/1894-08-23/ed-1/seq-3/
Psalm 33:18 (KJV),"Behold, the eye of the LORD is upon them that fear him, upon them that hope in his mercy;",http://chroniclingamerica.loc.gov/lccn/sn83032199/1867-10-03/ed-1/seq-4/#words=behold+eye+lord+upon+fear+upon+hope+mercy,,yes,him upon them,14,0.6086956522,5.804541857,sn83032199/1867-10-03/ed-1/seq-4/
Philippians 2:26 (KJV),"For he longed after you all, and was full of heaviness, because that ye had heard that he had been sick.",http://chroniclingamerica.loc.gov/lccn/sn88076523/1911-12-01/ed-1/seq-3/#words=longed+after+you+all+full+heaviness+because+ye+had+heard+had+been+sick,,no,heard had been,1,0.037037037,0.3424598191,sn88076523/1911-12-01/ed-1/seq-3/
Matthew 12:50 (KJV),"For whosoever shall do the will of my Father which is in heaven, the same is my brother, and sister, and mother.",http://chroniclingamerica.loc.gov/lccn/sn89058370/1887-11-02/ed-1/seq-3/#words=whosoever+shall+my+father+heaven+same+my+brother+sister+mother,,possibly,brother sister mother,1,0.0588235294,0.5439067715,sn89058370/1887-11-02/ed-1/seq-3/
1 Kings 19:14 (KJV),"And he said, I have been very jealous for the LORD God of hosts: because the children of Israel have forsaken thy covenant, thrown down thine altars, and slain thy prophets with the sword; and I, even I only, am left; and they seek my life, to take it away.",http://chroniclingamerica.loc.gov/lccn/sn85025620/1900-06-29/ed-1/seq-2/#words=said+i+been+very+jealous+lord+god+hosts+because+children+israel+forsaken+thy+covenant+thrown+down+thine+altars+slain+thy+prophets+sword+i+even+i+only+am+left+seek+my+life+take+away,,no,said have been,1,0.0041152263,0.1078467839,sn85025620/1900-06-29/ed-1/seq-2/
2 Samuel 14:32 (KJV),"And Absalom answered Joab, Behold, I sent unto thee, saying, Come hither, that I may send thee to the king, to say, Wherefore am I come from Geshur? it had been good for me to have been there still: now therefore let me see the king's face; and if there be any iniquity in me, let him kill me.",http://chroniclingamerica.loc.gov/lccn/sn89058007/1895-01-11/ed-1/seq-4/#words=absalom+answered+joab+behold+i+sent+unto+thee+saying+come+hither+i+may+send+thee+king+say+wherefore+am+i+come+geshur+had+been+good+me+been+still+now+therefore+let+me+see+king's+face+any+iniquity+me+let+kill+me,,no,me have been,1,0.0046728972,0.0864150945,sn89058007/1895-01-11/ed-1/seq-4/
Acts 24:26 (KJV),"He hoped also that money should have been given him of Paul, that he might loose him: wherefore he sent for him the oftener, and communed with him.",http://chroniclingamerica.loc.gov/lccn/sn86090383/1910-09-19/ed-1/seq-3/#words=hoped+also+money+should+been+given+paul+might+loose+wherefore+sent+oftener+communed,,no,have been given,1,0.0113636364,0.2036075692,sn86090383/1910-09-19/ed-1/seq-3/
Matthew 6:21 (KJV),"For where your treasure is, there will your heart be also.",http://chroniclingamerica.loc.gov/lccn/sn88064181/1914-02-27/ed-1/seq-7/#words=where+your+treasure+your+heart+also,,yes,treasure your heart,9,0.5,9.246415116,sn88064181/1914-02-27/ed-1/seq-7/
1 Samuel 19:24 (KJV),"And he stripped off his clothes also, and prophesied before Samuel in like manner, and lay down naked all that day and all that night. Wherefore they say, Is Saul also among the prophets?",http://chroniclingamerica.loc.gov/lccn/sn83016926/1874-05-21/ed-1/seq-3/#words=stripped+off+clothes+also+prophesied+before+samuel+like+manner+lay+down+naked+all+day+all+night+wherefore+say+saul+also+among+prophets,,possibly,all day all night,3,0.0555555556,0.4977073913,sn83016926/1874-05-21/ed-1/seq-3/
Isaiah 10:29 (KJV),They are gone over the passage: they have taken up their lodging at Geba; Ramah is afraid; Gibeah of Saul is fled.,http://chroniclingamerica.loc.gov/lccn/sn85026050/1864-12-16/ed-1/seq-1/#words=gone+over+passage+taken+up+lodging+geba+ramah+afraid+gibeah+saul+fled,,no,have taken up,1,0.0333333333,0.3217293408,sn85026050/1864-12-16/ed-1/seq-1/
Matthew 17:19 (KJV),"Then came the disciples to Jesus apart, and said, Why could not we cast him out?",http://chroniclingamerica.loc.gov/lccn/sn84036207/1904-01-20/ed-1/seq-3/#words=came+disciples+jesus+apart+said+why+could+we+cast+out,,no,why could not,1,0.0344827586,0.3188419006,sn84036207/1904-01-20/ed-1/seq-3/
Psalm 68:11 (KJV),The Lord gave the word: great was the company of those that published it.,http://chroniclingamerica.loc.gov/lccn/sn2006060001/1888-06-14/ed-1/seq-3/#words=lord+gave+word+great+company+those+published,,yes,company those published,12,1,9.651880224,sn2006060001/1888-06-14/ed-1/seq-3/
Judges 17:12 (KJV),"And Micah consecrated the Levite; and the young man became his priest, and was in the house of Micah.",http://chroniclingamerica.loc.gov/lccn/sn85033781/1874-01-09/ed-1/seq-2/#words=micah+consecrated+levite+young+man+became+priest+house+micah,,possibly,young man became,1,0.0555555556,0.536215568,sn85033781/1874-01-09/ed-1/seq-2/
Hebrews 4:8 (KJV),"For if Jesus had given them rest, then would he not afterward have spoken of another day.",http://chroniclingamerica.loc.gov/lccn/sn88064069/1922-10-26/ed-1/seq-1/#words=jesus+had+given+rest+would+afterward+spoken+another+day,,no,then would not,1,0.03125,0.2799604076,sn88064069/1922-10-26/ed-1/seq-1/
Matthew 13:16 (KJV),"But blessed are your eyes, for they see: and your ears, for they hear.",http://chroniclingamerica.loc.gov/lccn/sn92053945/1889-07-31/ed-1/seq-4/#words=blessed+your+eyes+see+your+ears+hear,,possibly,your ears hear,1,0.0833333333,0.804323352,sn92053945/1889-07-31/ed-1/seq-4/
2 Samuel 6:3 (KJV),"And they set the ark of God upon a new cart, and brought it out of the house of Abinadab that was in Gibeah: and Uzzah and Ahio, the sons of Abinadab, drave the new cart.",http://chroniclingamerica.loc.gov/lccn/sn85033781/1896-07-15/ed-1/seq-6/#words=set+ark+god+upon+new+cart+brought+out+house+abinadab+gibeah+uzzah+ahio+sons+abinadab+drave+new+cart,,yes,ark god upon,10,0.2,2.126841601,sn85033781/1896-07-15/ed-1/seq-6/
John 17:20 (KJV),"Neither pray I for these alone, but for them also which shall believe on me through their word;",http://chroniclingamerica.loc.gov/lccn/sn84036256/1921-05-13/ed-1/seq-3/#words=neither+pray+i+alone+also+shall+believe+me+through+word,,yes,them also which shall,15,0.625,6.003544008,sn84036256/1921-05-13/ed-1/seq-3/
Matthew 3:17 (KJV),"And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.",http://chroniclingamerica.loc.gov/lccn/sn86086632/1898-04-16/ed-1/seq-7/#words=lo+voice+heaven+saying+my+beloved+son+whom+i+am+well+pleased,,yes,son whom am,9,0.45,3.921899194,sn86086632/1898-04-16/ed-1/seq-7/
1 John 3:17 (KJV),"But whoso hath this world's good, and seeth his brother have need, and shutteth up his bowels of compassion from him, how dwelleth the love of God in him?",http://chroniclingamerica.loc.gov/lccn/sn86053569/1838-12-22/ed-1/seq-4/#words=whoso+hath+world's+good+seeth+brother+need+shutteth+up+bowels+compassion+how+dwelleth+love+god,,yes,seeth brother have,19,0.4222222222,4.075238317,sn86053569/1838-12-22/ed-1/seq-4/
1 Kings 19:10 (KJV),"And he said, I have been very jealous for the LORD God of hosts: for the children of Israel have forsaken thy covenant, thrown down thine altars, and slain thy prophets with the sword; and I, even I only, am left; and they seek my life, to take it away.",http://chroniclingamerica.loc.gov/lccn/sn85032938/1898-02-16/ed-1/seq-3/#words=said+i+been+very+jealous+lord+god+hosts+children+israel+forsaken+thy+covenant+thrown+down+thine+altars+slain+thy+prophets+sword+i+even+i+only+am+left+seek+my+life+take+away,,no,said have been,1,0.0025316456,0.1105770822,sn85032938/1898-02-16/ed-1/seq-3/
John 16:3 (KJV),"And these things will they do unto you, because they have not known the Father, nor me.",http://chroniclingamerica.loc.gov/lccn/sn93067846/1920-11-10/ed-1/seq-6/#words=things+unto+you+because+known+father+nor+me,,possibly,because have not,1,0.0588235294,0.5138582054,sn93067846/1920-11-10/ed-1/seq-6/
